ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0044711	single-organism biosynthetic process	109	23	PBANKA_0313800,PBANKA_0513600,PBANKA_0520600,PBANKA_0821700,PBANKA_0919800,PBANKA_1004000,PBANKA_1009800,PBANKA_1014000,PBANKA_1036600,PBANKA_1120200,PBANKA_1127000,PBANKA_1142400,PBANKA_1214200,PBANKA_1239700,PBANKA_1307600,PBANKA_1340000,PBANKA_1343000,PBANKA_1357500,PBANKA_1362900,PBANKA_1409800,PBANKA_1415100,PBANKA_1421800,PBANKA_1450200,	21.1	1.83	2.13	0.00248816036918	0.085918690476	1.0
GO:1901566	organonitrogen compound biosynthetic process	66	16	PBANKA_0105900,PBANKA_0313800,PBANKA_0520600,PBANKA_0821700,PBANKA_1004000,PBANKA_1009800,PBANKA_1014000,PBANKA_1120200,PBANKA_1142400,PBANKA_1239700,PBANKA_1307600,PBANKA_1340000,PBANKA_1409800,PBANKA_1415100,PBANKA_1421800,PBANKA_1450200,	24.2	2.1	2.52	0.00261835271769	0.085918690476	1.0
GO:0051603	proteolysis involved in cellular protein catabolic process	49	13	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1209800,PBANKA_1231500,PBANKA_1233100,PBANKA_1242000,PBANKA_1301400,PBANKA_1334100,PBANKA_1404900,PBANKA_1445100,	26.5	2.3	2.84	0.00279032283007	0.085918690476	1.0
GO:0044257	cellular protein catabolic process	49	13	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1209800,PBANKA_1231500,PBANKA_1233100,PBANKA_1242000,PBANKA_1301400,PBANKA_1334100,PBANKA_1404900,PBANKA_1445100,	26.5	2.3	2.84	0.00279032283007	0.085918690476	1.0
GO:0006139	nucleobase-containing compound metabolic process	459	71	PBANKA_0110200,PBANKA_0204400,PBANKA_0214200,PBANKA_0313800,PBANKA_0315200,PBANKA_0409100,PBANKA_0418200,PBANKA_0502700,PBANKA_0511500,PBANKA_0513600,PBANKA_0518700,PBANKA_0518800,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0712800,PBANKA_0803100,PBANKA_0821700,PBANKA_0913800,PBANKA_0921500,PBANKA_1003800,PBANKA_1025200,PBANKA_1027500,PBANKA_1035300,PBANKA_1036600,PBANKA_1108400,PBANKA_1114600,PBANKA_1121700,PBANKA_1134000,PBANKA_1142400,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1206900,PBANKA_1207200,PBANKA_1214200,PBANKA_1220100,PBANKA_1223300,PBANKA_1226900,PBANKA_1237500,PBANKA_1239700,PBANKA_1303300,PBANKA_1306000,PBANKA_1307600,PBANKA_1316400,PBANKA_1318400,PBANKA_1325600,PBANKA_1332000,PBANKA_1343000,PBANKA_1354000,PBANKA_1362900,PBANKA_1402600,PBANKA_1403200,PBANKA_1405400,PBANKA_1405600,PBANKA_1409800,PBANKA_1414200,PBANKA_1415600,PBANKA_1421100,PBANKA_1421800,PBANKA_1429600,PBANKA_1434200,PBANKA_1439400,PBANKA_1443200,PBANKA_1445500,PBANKA_1454000,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,	15.5	1.34	1.51	0.00338508095944	0.0938811622277	1.0
GO:0016071	mRNA metabolic process	80	18	PBANKA_0110200,PBANKA_0204400,PBANKA_0315200,PBANKA_0409100,PBANKA_0502700,PBANKA_0518800,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1354000,PBANKA_1405400,PBANKA_1445500,PBANKA_1459700,	22.5	1.95	2.29	0.00350290341271	0.0938811622277	1.0
GO:0006457	protein folding	56	14	PBANKA_0204200,PBANKA_0214800,PBANKA_0416900,PBANKA_0601300,PBANKA_0616100,PBANKA_0931700,PBANKA_0932200,PBANKA_1025800,PBANKA_1111600,PBANKA_1126200,PBANKA_1218200,PBANKA_1307800,PBANKA_1444100,PBANKA_1460400,	25.0	2.16	2.62	0.0035389112071	0.0938811622277	1.0
GO:0044248	cellular catabolic process	99	21	PBANKA_0107100,PBANKA_0205400,PBANKA_0213200,PBANKA_0418200,PBANKA_0917900,PBANKA_0930900,PBANKA_1004000,PBANKA_1206600,PBANKA_1206900,PBANKA_1209800,PBANKA_1223300,PBANKA_1228200,PBANKA_1231500,PBANKA_1233100,PBANKA_1242000,PBANKA_1301400,PBANKA_1318100,PBANKA_1334100,PBANKA_1357000,PBANKA_1404900,PBANKA_1445100,	21.2	1.84	2.13	0.00355706703975	0.0938811622277	1.0
GO:0044710	single-organism metabolic process	355	57	PBANKA_0313800,PBANKA_0418200,PBANKA_0513600,PBANKA_0518200,PBANKA_0518700,PBANKA_0520000,PBANKA_0520500,PBANKA_0520600,PBANKA_0702900,PBANKA_0714900,PBANKA_0821700,PBANKA_0901700,PBANKA_0913900,PBANKA_0919800,PBANKA_1003800,PBANKA_1004000,PBANKA_1009800,PBANKA_1014000,PBANKA_1036600,PBANKA_1109400,PBANKA_1116300,PBANKA_1120200,PBANKA_1121700,PBANKA_1122900,PBANKA_1127000,PBANKA_1142400,PBANKA_1143600,PBANKA_1206900,PBANKA_1214200,PBANKA_1223300,PBANKA_1228200,PBANKA_1239700,PBANKA_1303300,PBANKA_1306000,PBANKA_1307600,PBANKA_1318400,PBANKA_1320900,PBANKA_1325600,PBANKA_1340000,PBANKA_1343000,PBANKA_1355200,PBANKA_1357000,PBANKA_1357500,PBANKA_1358600,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1415100,PBANKA_1421800,PBANKA_1429600,PBANKA_1430800,PBANKA_1431900,PBANKA_1434200,PBANKA_1439400,PBANKA_1446900,PBANKA_1450200,PBANKA_1457300,	16.1	1.39	1.56	0.00395958429837	0.0995039901356	1.0
GO:0055086	nucleobase-containing small molecule metabolic process	81	18	PBANKA_0313800,PBANKA_0418200,PBANKA_0513600,PBANKA_0520600,PBANKA_0821700,PBANKA_1003800,PBANKA_1036600,PBANKA_1142400,PBANKA_1206900,PBANKA_1214200,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1318400,PBANKA_1343000,PBANKA_1362900,PBANKA_1409800,PBANKA_1421800,	22.2	1.92	2.26	0.00403940420036	0.0995039901356	1.0
GO:0009987	cellular process	1261	168	PBANKA_0102000,PBANKA_0105900,PBANKA_0107100,PBANKA_0110200,PBANKA_0111700,PBANKA_0204200,PBANKA_0204400,PBANKA_0205400,PBANKA_0209900,PBANKA_0213200,PBANKA_0214200,PBANKA_0214800,PBANKA_0313800,PBANKA_0315200,PBANKA_0405300,PBANKA_0409100,PBANKA_0416900,PBANKA_0418200,PBANKA_0502700,PBANKA_0506500,PBANKA_0511500,PBANKA_0513600,PBANKA_0517200,PBANKA_0518200,PBANKA_0518700,PBANKA_0518800,PBANKA_0520000,PBANKA_0520500,PBANKA_0520600,PBANKA_0601300,PBANKA_0607100,PBANKA_0613400,PBANKA_0614100,PBANKA_0616000,PBANKA_0616100,PBANKA_0702900,PBANKA_0712800,PBANKA_0714900,PBANKA_0803100,PBANKA_0805900,PBANKA_0816100,PBANKA_0821700,PBANKA_0834300,PBANKA_0901700,PBANKA_0904900,PBANKA_0906400,PBANKA_0913800,PBANKA_0913900,PBANKA_0917900,PBANKA_0919800,PBANKA_0921500,PBANKA_0930900,PBANKA_0931700,PBANKA_0932200,PBANKA_0938600,PBANKA_0940100,PBANKA_0942500,PBANKA_1003800,PBANKA_1004000,PBANKA_1004400,PBANKA_1009800,PBANKA_1012200,PBANKA_1012800,PBANKA_1014000,PBANKA_1025200,PBANKA_1025800,PBANKA_1027500,PBANKA_1031900,PBANKA_1035300,PBANKA_1036600,PBANKA_1108400,PBANKA_1109400,PBANKA_1111600,PBANKA_1114600,PBANKA_1116300,PBANKA_1116500,PBANKA_1120200,PBANKA_1121700,PBANKA_1122900,PBANKA_1126200,PBANKA_1127000,PBANKA_1133300,PBANKA_1134000,PBANKA_1140900,PBANKA_1142400,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1206600,PBANKA_1206900,PBANKA_1207200,PBANKA_1207300,PBANKA_1209800,PBANKA_1212300,PBANKA_1214200,PBANKA_1218200,PBANKA_1220100,PBANKA_1223300,PBANKA_1226900,PBANKA_1228200,PBANKA_1231500,PBANKA_1233100,PBANKA_1233900,PBANKA_1234800,PBANKA_1237200,PBANKA_1237500,PBANKA_1237900,PBANKA_1239700,PBANKA_1242000,PBANKA_1301400,PBANKA_1303300,PBANKA_1306000,PBANKA_1307600,PBANKA_1307800,PBANKA_1315400,PBANKA_1316400,PBANKA_1318100,PBANKA_1318400,PBANKA_1320700,PBANKA_1320900,PBANKA_1325600,PBANKA_1332000,PBANKA_1334100,PBANKA_1340000,PBANKA_1343000,PBANKA_1353300,PBANKA_1354000,PBANKA_1355200,PBANKA_1357000,PBANKA_1357500,PBANKA_1358000,PBANKA_1358600,PBANKA_1362900,PBANKA_1402600,PBANKA_1403200,PBANKA_1404900,PBANKA_1405400,PBANKA_1405600,PBANKA_1409800,PBANKA_1414200,PBANKA_1415100,PBANKA_1415600,PBANKA_1419700,PBANKA_1420200,PBANKA_1421100,PBANKA_1421800,PBANKA_1423900,PBANKA_1429600,PBANKA_1430800,PBANKA_1431900,PBANKA_1434200,PBANKA_1434700,PBANKA_1437400,PBANKA_1439400,PBANKA_1443200,PBANKA_1444100,PBANKA_1445100,PBANKA_1445500,PBANKA_1446900,PBANKA_1450200,PBANKA_1453600,PBANKA_1454000,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,PBANKA_1460400,	13.3	1.15	1.37	0.00490983782822	0.11704419855	1.0
GO:0043623	cellular protein complex assembly	25	8	PBANKA_0102000,PBANKA_0204200,PBANKA_0834300,PBANKA_0917900,PBANKA_1206600,PBANKA_1206900,PBANKA_1404900,PBANKA_1434700,	32.0	2.77	3.67	0.0053592695489	0.123765631145	1.0
GO:0018130	heterocycle biosynthetic process	123	24	PBANKA_0105900,PBANKA_0313800,PBANKA_0511500,PBANKA_0513600,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0821700,PBANKA_0913800,PBANKA_1009800,PBANKA_1027500,PBANKA_1036600,PBANKA_1120200,PBANKA_1142400,PBANKA_1214200,PBANKA_1307600,PBANKA_1340000,PBANKA_1343000,PBANKA_1357500,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1421100,PBANKA_1421800,	19.5	1.69	1.92	0.00589179854573	0.125579267871	1.0
GO:0006461	protein complex assembly	36	10	PBANKA_0102000,PBANKA_0204200,PBANKA_0834300,PBANKA_0917900,PBANKA_1206600,PBANKA_1206900,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	27.8	2.4	3.01	0.00594759726048	0.125579267871	1.0
GO:0070271	protein complex biogenesis	36	10	PBANKA_0102000,PBANKA_0204200,PBANKA_0834300,PBANKA_0917900,PBANKA_1206600,PBANKA_1206900,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	27.8	2.4	3.01	0.00594759726048	0.125579267871	1.0
GO:1901362	organic cyclic compound biosynthetic process	124	24	PBANKA_0105900,PBANKA_0313800,PBANKA_0511500,PBANKA_0513600,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0821700,PBANKA_0913800,PBANKA_1009800,PBANKA_1027500,PBANKA_1036600,PBANKA_1120200,PBANKA_1142400,PBANKA_1214200,PBANKA_1307600,PBANKA_1340000,PBANKA_1343000,PBANKA_1357500,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1421100,PBANKA_1421800,	19.4	1.68	1.9	0.00654747899909	0.130326398175	1.0
GO:0065003	macromolecular complex assembly	66	15	PBANKA_0102000,PBANKA_0110200,PBANKA_0204200,PBANKA_0315200,PBANKA_0502700,PBANKA_0834300,PBANKA_0917900,PBANKA_1114600,PBANKA_1206600,PBANKA_1206900,PBANKA_1316400,PBANKA_1356700,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	22.7	1.97	2.31	0.00676537516897	0.130326398175	1.0
GO:0016070	RNA metabolic process	281	46	PBANKA_0110200,PBANKA_0204400,PBANKA_0214200,PBANKA_0315200,PBANKA_0409100,PBANKA_0502700,PBANKA_0511500,PBANKA_0518700,PBANKA_0518800,PBANKA_0520500,PBANKA_0614100,PBANKA_0712800,PBANKA_0913800,PBANKA_0921500,PBANKA_1025200,PBANKA_1027500,PBANKA_1035300,PBANKA_1114600,PBANKA_1121700,PBANKA_1134000,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1220100,PBANKA_1226900,PBANKA_1237500,PBANKA_1239700,PBANKA_1316400,PBANKA_1325600,PBANKA_1332000,PBANKA_1354000,PBANKA_1362900,PBANKA_1403200,PBANKA_1405400,PBANKA_1405600,PBANKA_1414200,PBANKA_1421100,PBANKA_1429600,PBANKA_1434200,PBANKA_1443200,PBANKA_1445500,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,	16.4	1.42	1.58	0.00677144154934	0.130326398175	1.0
GO:0034622	cellular macromolecular complex assembly	60	14	PBANKA_0102000,PBANKA_0110200,PBANKA_0204200,PBANKA_0315200,PBANKA_0502700,PBANKA_0834300,PBANKA_0917900,PBANKA_1114600,PBANKA_1206600,PBANKA_1206900,PBANKA_1316400,PBANKA_1404900,PBANKA_1434700,PBANKA_1439400,	23.3	2.02	2.39	0.00687784780624	0.130326398175	1.0
GO:0019438	aromatic compound biosynthetic process	118	23	PBANKA_0105900,PBANKA_0313800,PBANKA_0511500,PBANKA_0513600,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0821700,PBANKA_0913800,PBANKA_1009800,PBANKA_1027500,PBANKA_1036600,PBANKA_1120200,PBANKA_1142400,PBANKA_1214200,PBANKA_1307600,PBANKA_1340000,PBANKA_1343000,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1421100,PBANKA_1421800,	19.5	1.69	1.92	0.00706301138477	0.130489135334	1.0
GO:0006397	mRNA processing	73	16	PBANKA_0110200,PBANKA_0204400,PBANKA_0315200,PBANKA_0409100,PBANKA_0502700,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1354000,PBANKA_1405400,PBANKA_1459700,	21.9	1.9	2.21	0.0075636075591	0.134705827565	1.0
GO:0019693	ribose phosphate metabolic process	43	11	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1343000,PBANKA_1409800,PBANKA_1421800,	25.6	2.21	2.69	0.00782067489572	0.134705827565	1.0
GO:0055114	oxidation-reduction process	86	18	PBANKA_0518200,PBANKA_0714900,PBANKA_0821700,PBANKA_0901700,PBANKA_1009800,PBANKA_1014000,PBANKA_1036600,PBANKA_1116300,PBANKA_1214200,PBANKA_1228200,PBANKA_1303300,PBANKA_1318400,PBANKA_1355200,PBANKA_1358600,PBANKA_1430800,PBANKA_1431900,PBANKA_1446900,PBANKA_1457300,	20.9	1.81	2.09	0.00783809280823	0.134705827565	1.0
GO:0044271	cellular nitrogen compound biosynthetic process	127	24	PBANKA_0105900,PBANKA_0313800,PBANKA_0511500,PBANKA_0513600,PBANKA_0520500,PBANKA_0520600,PBANKA_0614100,PBANKA_0821700,PBANKA_0913800,PBANKA_1004000,PBANKA_1009800,PBANKA_1027500,PBANKA_1036600,PBANKA_1120200,PBANKA_1142400,PBANKA_1214200,PBANKA_1307600,PBANKA_1340000,PBANKA_1343000,PBANKA_1362900,PBANKA_1402600,PBANKA_1409800,PBANKA_1421100,PBANKA_1421800,	18.9	1.64	1.85	0.0088854236658	0.147503131157	1.0
GO:0009167	purine ribonucleoside monophosphate metabolic process	17	6	PBANKA_0313800,PBANKA_0513600,PBANKA_1003800,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	35.3	3.05	4.23	0.00926895275635	0.147503131157	1.0
GO:0009126	purine nucleoside monophosphate metabolic process	17	6	PBANKA_0313800,PBANKA_0513600,PBANKA_1003800,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	35.3	3.05	4.23	0.00926895275635	0.147503131157	1.0
GO:0006163	purine nucleotide metabolic process	44	11	PBANKA_0313800,PBANKA_0418200,PBANKA_0821700,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	25.0	2.16	2.61	0.00938111930226	0.147503131157	1.0
GO:0044265	cellular macromolecule catabolic process	63	14	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1209800,PBANKA_1231500,PBANKA_1233100,PBANKA_1242000,PBANKA_1301400,PBANKA_1318100,PBANKA_1334100,PBANKA_1404900,PBANKA_1445100,	22.2	1.92	2.24	0.010745123645	0.153793534069	1.0
GO:0006091	generation of precursor metabolites and energy	28	8	PBANKA_0518200,PBANKA_0520000,PBANKA_0901700,PBANKA_1116300,PBANKA_1122900,PBANKA_1303300,PBANKA_1355200,PBANKA_1358600,	28.6	2.47	3.11	0.0113003325016	0.153793534069	1.0
GO:0042493	response to drug	13	5	PBANKA_0519800,PBANKA_1109400,PBANKA_1116300,PBANKA_1356700,PBANKA_1429600,	38.5	3.33	4.84	0.011705666146	0.153793534069	1.0
GO:0046034	ATP metabolic process	13	5	PBANKA_0313800,PBANKA_1003800,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	38.5	3.33	4.84	0.011705666146	0.153793534069	1.0
GO:0009199	ribonucleoside triphosphate metabolic process	34	9	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	26.5	2.29	2.81	0.0124448709058	0.153793534069	1.0
GO:0009205	purine ribonucleoside triphosphate metabolic process	34	9	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	26.5	2.29	2.81	0.0124448709058	0.153793534069	1.0
GO:0009144	purine nucleoside triphosphate metabolic process	34	9	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	26.5	2.29	2.81	0.0124448709058	0.153793534069	1.0
GO:0008150	biological process	1697	215	PBANKA_0102000,PBANKA_0105900,PBANKA_0107100,PBANKA_0109500,PBANKA_0110200,PBANKA_0111700,PBANKA_0204200,PBANKA_0204400,PBANKA_0205400,PBANKA_0207000,PBANKA_0209900,PBANKA_0213200,PBANKA_0214200,PBANKA_0214800,PBANKA_0313800,PBANKA_0315200,PBANKA_0402300,PBANKA_0405300,PBANKA_0406700,PBANKA_0409100,PBANKA_0413800,PBANKA_0416500,PBANKA_0416900,PBANKA_0418200,PBANKA_0502700,PBANKA_0506500,PBANKA_0511500,PBANKA_0513600,PBANKA_0517200,PBANKA_0518200,PBANKA_0518700,PBANKA_0518800,PBANKA_0519800,PBANKA_0520000,PBANKA_0520500,PBANKA_0520600,PBANKA_0601300,PBANKA_0607100,PBANKA_0613400,PBANKA_0614100,PBANKA_0614300,PBANKA_0616000,PBANKA_0616100,PBANKA_0702900,PBANKA_0712800,PBANKA_0714800,PBANKA_0714900,PBANKA_0720600,PBANKA_0803100,PBANKA_0805900,PBANKA_0816100,PBANKA_0821700,PBANKA_0834300,PBANKA_0901700,PBANKA_0904300,PBANKA_0904900,PBANKA_0906400,PBANKA_0909600,PBANKA_0913700,PBANKA_0913800,PBANKA_0913900,PBANKA_0917900,PBANKA_0919800,PBANKA_0921500,PBANKA_0928500,PBANKA_0930900,PBANKA_0931700,PBANKA_0932200,PBANKA_0933400,PBANKA_0938600,PBANKA_0940100,PBANKA_0942500,PBANKA_1003800,PBANKA_1004000,PBANKA_1004400,PBANKA_1005300,PBANKA_1009300,PBANKA_1009800,PBANKA_1012200,PBANKA_1012800,PBANKA_1014000,PBANKA_1025200,PBANKA_1025800,PBANKA_1027500,PBANKA_1030100,PBANKA_1031900,PBANKA_1034300,PBANKA_1034400,PBANKA_1035300,PBANKA_1035600,PBANKA_1036600,PBANKA_1106800,PBANKA_1108400,PBANKA_1109400,PBANKA_1111600,PBANKA_1114600,PBANKA_1116300,PBANKA_1116500,PBANKA_1120200,PBANKA_1121700,PBANKA_1122900,PBANKA_1126200,PBANKA_1127000,PBANKA_1133300,PBANKA_1134000,PBANKA_1137900,PBANKA_1140900,PBANKA_1142400,PBANKA_1143000,PBANKA_1143600,PBANKA_1145500,PBANKA_1201600,PBANKA_1202200,PBANKA_1206600,PBANKA_1206900,PBANKA_1207200,PBANKA_1207300,PBANKA_1209800,PBANKA_1212300,PBANKA_1214200,PBANKA_1218200,PBANKA_1220100,PBANKA_1223300,PBANKA_1226900,PBANKA_1228200,PBANKA_1231500,PBANKA_1233100,PBANKA_1233900,PBANKA_1234800,PBANKA_1237200,PBANKA_1237500,PBANKA_1237900,PBANKA_1239700,PBANKA_1241700,PBANKA_1242000,PBANKA_1301400,PBANKA_1303300,PBANKA_1303600,PBANKA_1306000,PBANKA_1306800,PBANKA_1307600,PBANKA_1307800,PBANKA_1308200,PBANKA_1309900,PBANKA_1315400,PBANKA_1316400,PBANKA_1318100,PBANKA_1318400,PBANKA_1318900,PBANKA_1319200,PBANKA_1320700,PBANKA_1320900,PBANKA_1325600,PBANKA_1327400,PBANKA_1329700,PBANKA_1332000,PBANKA_1333600,PBANKA_1334100,PBANKA_1334300,PBANKA_1340000,PBANKA_1343000,PBANKA_1348000,PBANKA_1351800,PBANKA_1353300,PBANKA_1354000,PBANKA_1355200,PBANKA_1356700,PBANKA_1357000,PBANKA_1357500,PBANKA_1358000,PBANKA_1358600,PBANKA_1360500,PBANKA_1362900,PBANKA_1363800,PBANKA_1401200,PBANKA_1401600,PBANKA_1402600,PBANKA_1403200,PBANKA_1404900,PBANKA_1405400,PBANKA_1405600,PBANKA_1409800,PBANKA_1411100,PBANKA_1413000,PBANKA_1414200,PBANKA_1415100,PBANKA_1415600,PBANKA_1419700,PBANKA_1420000,PBANKA_1420200,PBANKA_1421100,PBANKA_1421800,PBANKA_1423900,PBANKA_1429600,PBANKA_1430800,PBANKA_1431900,PBANKA_1434200,PBANKA_1434700,PBANKA_1436100,PBANKA_1437400,PBANKA_1438000,PBANKA_1439400,PBANKA_1441400,PBANKA_1443200,PBANKA_1444100,PBANKA_1445100,PBANKA_1445500,PBANKA_1446900,PBANKA_1450200,PBANKA_1453600,PBANKA_1454000,PBANKA_1455100,PBANKA_1457300,PBANKA_1459700,PBANKA_1460400,	12.7	1.1	1.33	0.012534623833	0.153793534069	1.0
GO:0046390	ribose phosphate biosynthetic process	18	6	PBANKA_0313800,PBANKA_1142400,PBANKA_1307600,PBANKA_1343000,PBANKA_1409800,PBANKA_1421800,	33.3	2.88	3.88	0.0125816851423	0.153793534069	1.0
GO:0006164	purine nucleotide biosynthetic process	18	6	PBANKA_0313800,PBANKA_0821700,PBANKA_1142400,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	33.3	2.88	3.88	0.0125816851423	0.153793534069	1.0
GO:0009161	ribonucleoside monophosphate metabolic process	18	6	PBANKA_0313800,PBANKA_0513600,PBANKA_1003800,PBANKA_1303300,PBANKA_1409800,PBANKA_1421800,	33.3	2.88	3.88	0.0125816851423	0.153793534069	1.0
GO:0009132	nucleoside diphosphate metabolic process	5	3	PBANKA_1036600,PBANKA_1142400,PBANKA_1214200,	60.0	5.19	11.58	0.0127913781834	0.153793534069	1.0
GO:0051052	regulation of DNA metabolic process	2	2	PBANKA_1137900,PBANKA_1441400,	100.0	8.65	inf	0.0133151611047	0.153793534069	1.0
GO:0006275	regulation of DNA replication	2	2	PBANKA_1137900,PBANKA_1441400,	100.0	8.65	inf	0.0133151611047	0.153793534069	1.0
GO:0016556	mRNA modification	2	2	PBANKA_0518800,PBANKA_1445500,	100.0	8.65	inf	0.0133151611047	0.153793534069	1.0
GO:0009145	purine nucleoside triphosphate biosynthetic process	9	4	PBANKA_0313800,PBANKA_1142400,PBANKA_1409800,PBANKA_1421800,	44.4	3.85	6.19	0.0137352817977	0.153793534069	1.0
GO:0009201	ribonucleoside triphosphate biosynthetic process	9	4	PBANKA_0313800,PBANKA_1142400,PBANKA_1409800,PBANKA_1421800,	44.4	3.85	6.19	0.0137352817977	0.153793534069	1.0
GO:0009142	nucleoside triphosphate biosynthetic process	9	4	PBANKA_0313800,PBANKA_1142400,PBANKA_1409800,PBANKA_1421800,	44.4	3.85	6.19	0.0137352817977	0.153793534069	1.0
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	9	4	PBANKA_0313800,PBANKA_1142400,PBANKA_1409800,PBANKA_1421800,	44.4	3.85	6.19	0.0137352817977	0.153793534069	1.0
GO:0009057	macromolecule catabolic process	65	14	PBANKA_0107100,PBANKA_0205400,PBANKA_0917900,PBANKA_0930900,PBANKA_1206600,PBANKA_1209800,PBANKA_1231500,PBANKA_1233100,PBANKA_1242000,PBANKA_1301400,PBANKA_1318100,PBANKA_1334100,PBANKA_1404900,PBANKA_1445100,	21.5	1.86	2.15	0.0141503586985	0.155793855986	1.0
GO:0000398	mRNA splicing, via spliceosome	59	13	PBANKA_0110200,PBANKA_0315200,PBANKA_0502700,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1405400,PBANKA_1459700,	22.0	1.91	2.21	0.0147571988079	0.155793855986	1.0
GO:0000375	RNA splicing, via transesterification reactions	59	13	PBANKA_0110200,PBANKA_0315200,PBANKA_0502700,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1405400,PBANKA_1459700,	22.0	1.91	2.21	0.0147571988079	0.155793855986	1.0
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	59	13	PBANKA_0110200,PBANKA_0315200,PBANKA_0502700,PBANKA_0921500,PBANKA_1114600,PBANKA_1143000,PBANKA_1202200,PBANKA_1226900,PBANKA_1237500,PBANKA_1316400,PBANKA_1332000,PBANKA_1405400,PBANKA_1459700,	22.0	1.91	2.21	0.0147571988079	0.155793855986	1.0
GO:0009150	purine ribonucleotide metabolic process	41	10	PBANKA_0313800,PBANKA_0418200,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	24.4	2.11	2.52	0.0155219844285	0.15933672377	1.0
GO:0072521	purine-containing compound metabolic process	47	11	PBANKA_0313800,PBANKA_0418200,PBANKA_0821700,PBANKA_1003800,PBANKA_1142400,PBANKA_1206900,PBANKA_1223300,PBANKA_1303300,PBANKA_1307600,PBANKA_1409800,PBANKA_1421800,	23.4	2.03	2.39	0.0155240109762	0.15933672377	1.0
