sample_id	Pb_2hr.dat	Pb_4hr.dat	Pb_6hr.dat	Pb_8hr.dat	Pb_10hr.dat	Pb_12hr.dat	Pb_14hr.dat	Pb_16hr.dat	Pb_18hr.dat	Pb_20hr.dat	Pb_22hr.dat	Pb_24hr.dat
PBANKA_0405400	0.060051706	0.568709517	0.385503246	0.572536108	0.340195633	0.118740075	-0.469100975	-0.64893701	-0.856914316	-1.41833358	-0.711875259	0.066494547
PBANKA_0912300	0.509833844	0.196539415	0.190882934	-0.596060464	-0.281812828	-0.241472097	-0.112343018	-0.164944754	-0.616710974	-0.348171374	-0.456069339	-0.319198794
PBANKA_0703200	-0.044293286	-0.134562185	0.349320302	-0.089303047	0.476815839	0.246803718	0.168080926	0.021398084	-0.538812514	-0.304838589	-1.043505851	-1.690087638
PBANKA_1219300	0.298936129	0.361219938	0.366757855	0.034412365	0.429640069	-0.034774659	-0.010752673	-0.457319277	-1.314869966	-1.527350094	-1.473275391	-1.803093202
PBANKA_1306000	-1.104971853	-0.66498793	-0.329406568	0.14609467	0.126444867	0.452280164	0.101861779	-0.328066083	-0.071235847	-0.72658141	-0.746073167	-0.642680586
PBANKA_0827500	0.43296038	0.582506314	0.38641197	0.07054747	0.123646702	-0.136331989	-0.19831107	-0.304183923	-0.025423493	-0.16560636	0.500459731	0.746520978
PBANKA_0822600	0.141145451	0.290900211	-0.0209188	-0.124389151	0.079688342	0.015797289	-0.569812097	-0.552187738	-0.283578709	-0.227632914	-0.848202065	-0.171843813
PBANKA_1432700	-0.336223719	0.27543815	-0.131047415	0.525376161	0.551591733	0.82549481	0.395868182	0.581706726	0.607357738	0.35735923	0.315819244	0.310909061
PBANKA_1242000	0.127944409	-0.309957426	0.136427104	0.040880798	0.365454775	-0.061292748	0.139636051	-0.76086902	-0.373927079	-0.337563314	-0.842399312	-0.887155619
PBANKA_1018600	0.366640714	0.634596915	0.275635781	0.167855886	0.338304811	-0.111054322	-0.18596728	-0.493408671	-0.552550163	-0.973933263	0.008243051	0.461731735
PBANKA_1352000	0.291075363	0.473792935	0.503634557	0.380336805	0.673791418	0.214083335	-0.096790587	-0.655108248	-1.171504928	-1.317789207	-1.115756409	-1.382935702
PBANKA_1016700	-0.69658058	-0.638718543	-0.126365503	0.183574895	0.197258017	0.501379443	0.788921483	0.29138871	-0.17018722	-0.397857654	-1.408506439	-1.169458148
PBANKA_0609900	-0.244239485	-0.232273622	-0.258170777	0.098722639	-0.141941741	0.158466161	0.571691351	0.157784877	-0.43316186	-0.477203344	-0.480448417	-0.395237501
PBANKA_0814900	0.49408121	0.104685488	0.666530976	0.696736607	0.525044455	-1.853024637	0.166570373	0.210025974	0.247648238	-0.072727397	0.163285991	0.741969845
PBANKA_1357700	-0.525898706	0.14515344	-0.504291186	0.326144988	-0.016034576	0.099820442	-0.091689081	-0.164392412	0.005843552	-0.053167153	0.122003264	-0.610058439
PBANKA_0405500	0.678683428	-0.163458996	0.281021421	0.33163496	0.242465306	-0.063243009	-0.43936314	-0.743103723	-0.638894149	-0.557405751	-0.470115993	-0.108703336
PBANKA_0201340	-0.346366293	-0.740212216	-0.351987806	0.198548984	0.450102624	0.161526732	0.147197722	-0.24021411	-0.323290085	-1.447658292	-1.604118069	-2.970349724
PBANKA_0942500	-0.129288825	0.405204746	-0.130102239	-0.175620996	0.187039244	-0.27058313	-0.119829932	-0.255803628	-0.749313991	-0.774792882	-0.27525051	-0.095601897
PBANKA_1322100	-0.592504024	-0.394496838	-0.330013836	-0.255524607	0.288955446	0.114413202	0.374564283	0.161960451	-0.146845242	-0.148355076	-0.053043551	-0.535015652
PBANKA_0415000	0.07014063	0.008075265	0.439763229	0.724088217	0.376443677	-0.567116377	0.060923569	0.077714259	0.229360981	-0.066427189	-0.924117902	-0.152793525
PBANKA_1223600	0.180515402	0.200634839	0.36787968	0.134143032	0.547824822	0.157878178	0.30602364	-0.007573627	-0.688159807	-0.963081392	-1.07557817	-1.069684275
PBANKA_0923400	0.255677512	0.446668186	0.389815733	0.441539179	-0.015277779	0.016339469	0.093007784	-0.505352038	-0.510400591	-0.51451352	0.069682224	0.448929852
PBANKA_1126500	-0.046230029	1.376998933	0.156827775	-0.432559543	-0.085630027	-0.33522112	-0.080871147	-0.694649158	-0.445230776	-0.542906789	-0.389662756	-0.159342194
PBANKA_0404200	-0.189472025	-0.446643314	0.053329924	0.349098092	0.511580013	0.597431417	0.146255787	-0.011310299	-0.235368013	-0.971373903	-0.969802094	-1.719675591
PBANKA_1415300	-0.216576757	-0.169728928	-0.346682359	0.117620662	-0.013597811	0.115543316	0.051487631	0.047251083	0.16837907	0.256916584	0.041040445	-0.040924048
PBANKA_0401600	0.239416366	0.828174404	0.297522167	0.355986573	0.248244242	0.20874114	-0.267655199	-0.554963897	-0.244449679	-0.234293132	0.19969999	-0.067547929
PBANKA_1006600	-0.693466703	0.284980644	0.225141782	-0.32721832	-0.061478709	0.659353353	0.274924859	0.148684125	-0.014710024	-0.212523518	-0.400374305	-0.538432483
PBANKA_1403200	-0.358800298	-0.493435427	-0.007912205	0.051954594	0.265953232	-0.72508101	0.088981294	-0.276766896	-0.585119589	-0.739338421	-0.449386602	-0.649866553
PBANKA_1350700	0.735902781	0.668305615	0.198647177	-0.007719587	-0.177172453	0.326078847	-0.163411603	-0.451243763	-0.583625715	-0.329690319	-0.038931674	-0.196233177
PBANKA_0821100	-0.065315546	0.538315052	-0.054469334	0.324067099	0.047663481	0.399472009	0.34872376	0.222968491	0.021061016	0.169898015	0.04754058	-0.361622269
PBANKA_0805900	-0.360642788	-0.315580166	0.035677895	-0.103261149	0.061665876	0.148029453	0.049324745	-0.028499573	-0.01327285	0.008922877	-0.412471618	-0.630772375
PBANKA_0907300	-0.431985581	-1.80611562	0.227355047	0.579662837	0.374963333	0.530001921	0.164840568	0.307209415	0.055779693	-0.231889352	-1.002843421	-0.940135532
PBANKA_1241500	0.247077886	0.235571232	0.328142356	0.465954715	0.533279458	0.40649126	-0.120822546	0.100857366	-0.119718309	-0.46897551	-0.641407487	-1.274172492
PBANKA_1009300	-0.68209167	0.863640173	0.210248511	0.214271659	0.367112905	0.099559149	-0.172745464	-0.060054878	-0.085178811	-0.134429358	0.247848768	0.222417351
PBANKA_1355000	-0.213345218	0.896220571	-0.09297775	-0.235804704	-0.127578716	-0.265364249	0.044792445	-0.084197252	-0.542695908	-0.32819676	-0.483593957	-0.500820434
PBANKA_0618600	-0.278958105	0.080419615	0.06422492	0.161526732	0.186715761	0.767872191	0.503304807	0.261744879	-0.244406644	-0.94093232	-1.380120963	-1.999055978
PBANKA_1137900	-1.041201269	-1.103638789	-0.459947891	0.135826336	0.154925617	0.345077693	0.421043487	0.360622313	-0.391421738	-0.532265091	-0.896072079	-1.073635112
PBANKA_1437000	0.052323663	0.011400798	0.093495112	-0.070077791	0.443793912	0.134295548	0.444375903	0.478376965	0.269312714	-0.202517404	-0.700371766	-0.871714163
PBANKA_1354700	-0.592754008	-0.472940186	-0.154974437	-0.396336271	-0.083477372	0.21429175	0.380860278	0.229040826	-0.104438791	-0.400662105	-0.970081382	-0.640275187
PBANKA_0835200	-0.704509818	-0.967219268	-0.228090213	0.134255938	0.284068802	0.195048454	0.189219249	0.098658153	-0.421805668	-0.48623515	-1.120109146	-1.86609522
PBANKA_1233300	0.403402305	1.067316408	0.017637707	-0.020795979	-0.082741646	0.011044423	0.110859091	0.301212861	0.134465806	-0.090615225	-0.277568521	-0.517719711
PBANKA_1117700	-0.534522777	-0.968607576	-0.228188437	-0.367319286	-0.006791407	0.128940878	0.540402577	0.18404409	0.070122931	-0.117289418	-1.11612431	-0.503725753
PBANKA_1033200	-0.423221567	-0.586837136	-0.032490942	-0.064926806	0.331915969	0.528909536	0.38728582	0.225091404	-0.025515251	-0.241706009	-0.620386657	-0.201764506
PBANKA_0943100	0.191596516	-1.259370472	0.138644909	0.064083403	-0.405149023	0.257675954	-0.491307848	-0.734726011	-0.627848971	-0.483864174	-0.262871937	-0.51873995
PBANKA_1364000	0.150131286	0.349168748	0.069575674	-0.074630285	0.114428659	-0.081476327	-0.084735869	-0.297829394	-0.104916438	-0.115662044	-0.491496805	-0.531642699
PBANKA_0615800	-0.186616713	0.47046783	-0.114538511	0.011905172	-0.082865505	0.305637164	0.233473821	0.219341607	0.325712954	0.389821541	0.276383633	0.128926474
PBANKA_1224400	0.02719452	0.65588583	0.480974588	-0.139460376	0.150306778	0.732997178	0.224641223	0.133820194	0.155062509	-0.006054707	0.135473869	0.070191542
PBANKA_0943600	0.076639329	0.16020255	-0.057573735	0.319822942	0.418879916	-0.024514681	-0.671408392	-1.102577683	-0.898472999	-2.014427157	-0.36184423	-0.47129275
PBANKA_1022700	0.369243106	0.169290655	0.529685267	0.484153316	0.083590233	0.353876357	0.22290418	0.102517363	-0.226072149	-0.192463388	-0.356233324	0.539082823
PBANKA_0303700	-0.15157405	0.026702296	-0.104071929	-0.126121105	0.303370381	0.203388507	-0.17972642	0.137833135	0.087407511	0.166122129	-0.463500956	-0.742559528
PBANKA_1435800	0.028035982	-0.498380386	0.021808291	0.238275315	0.218708947	0.308117027	0.265020277	0.086214185	-0.22969756	-0.151006468	-0.673144149	-0.40211336
PBANKA_1138300	-0.066221941	-0.160454188	-0.199055115	0.257430336	0.073752049	-0.089982045	-0.000534441	-0.477376764	-0.039963522	-0.070051361	-0.167997056	-0.583328103
PBANKA_1451600	0.317245608	-0.590245824	0.492766427	0.437181763	0.364066582	0.104411621	0.055262138	-0.302494598	-0.238190932	-0.159911692	-0.129954914	-0.578024243
PBANKA_0505300	-0.479425031	-0.024299008	-0.415935532	-0.040111956	-0.294199656	0.711599799	0.016898299	-0.210457055	0.086498072	-0.295594651	-0.425593	0.006233726
PBANKA_1214800	0.608797147	0.388102137	0.267776301	0.181728353	0.086361458	-0.485128449	-0.176103752	-0.514153241	0.028001794	-0.1587539	0.231589467	0.056439042
PBANKA_0821500	-0.032895511	-0.076603862	0.214833229	0.237810125	0.456944927	0.294060197	0.23865272	-0.090799589	-0.13486804	-0.331399316	-0.746505334	-1.09401662
PBANKA_1135100	0.185519718	0.443839018	0.361166412	0.07354082	0.18421193	-0.187323797	-0.252309267	-0.680037725	-1.06517747	-1.086218936	-0.082695408	0.326215548
PBANKA_1223500	0.272234061	-0.422602153	-0.018044918	0.328932733	0.370255373	0.310802457	0.065851465	-0.039841031	0.228712694	0.150239104	-0.293210424	-0.154047674
PBANKA_1103400	0.184805941	0.281672395	0.422933983	0.379771323	0.194882163	0.247923375	-0.274544797	-0.648953877	-0.660260905	-1.319951977	-0.820046907	0.430900237
PBANKA_1214200	-1.082038235	-0.806759035	-0.719060801	-0.193298843	-0.122717483	0.254045553	0.38610998	0.517371432	0.186026975	0.084934256	-0.68709454	-1.076118972
PBANKA_1421200	0.405749204	-0.553489751	0.150238455	0.07895313	0.542712906	0.680094483	0.145421192	-0.086124627	0.140963911	-0.680727376	-1.025703706	-0.740305088
PBANKA_1463800	0.358589718	-0.262045229	-0.037135864	0.229979966	0.014171393	-0.13070164	-0.198384453	-0.076534228	0.264757915	0.390054121	0.439800238	0.756780847
PBANKA_1219900	-0.330315489	0.609717549	-0.059598698	0.514475967	-0.007358512	-0.149663361	-0.030481133	-0.045633183	-0.064404785	0.027548632	-0.72274208	-0.287921306
PBANKA_0522900	0.727568358	0.207331258	0.36996216	0.278674543	0.497585452	0.231767462	-0.119156541	-0.198945641	-0.086051308	-0.280319586	-0.525566601	-0.699936304
PBANKA_1433800	0.212172917	0.135588288	-0.01964374	-0.099597204	-0.229525984	-0.170225012	-0.443593839	-0.489393278	-0.591429234	-0.413033432	-0.725953999	-0.492156166
PBANKA_0416600	-1.029275667	-0.15859423	-0.487728798	-0.282977403	-0.119237075	0.16384015	-0.456960646	-0.254673217	-0.554721026	-0.271970848	-0.250747048	-0.479398917
PBANKA_1327900	0.362731147	0.377632456	0.316769093	0.203801984	0.445096047	0.357123812	-0.139664612	0.180958156	-0.090401387	-0.190031713	-0.176179887	-0.562561359
PBANKA_0717800	0.168481652	1.02386695	0.390126541	0.216253515	-0.013834777	-0.276699932	-0.410423372	-0.690959521	-0.687273743	-0.40406519	0.599667593	0.894083265
PBANKA_1226400	0.502657375	-0.710128582	-0.224609457	-0.476426333	-0.31584311	-0.181219022	-0.598540111	-0.470374092	-0.63280142	-0.530058571	-0.567283996	-0.311855697
PBANKA_1201100	-0.416215911	-0.544760563	-0.048188925	-0.176793811	0.120978911	0.265649198	-0.193322753	-0.076526432	-0.440451971	-0.156465009	-0.605920599	0.266717865
PBANKA_1438400	-0.203400125	0.56350321	0.087953892	-0.156129245	0.230612925	0.059263408	-0.116794342	0.142033219	0.04471203	0.092105095	-0.599047999	-0.685946285
PBANKA_1231800	0.123733768	0.09388115	0.476168727	0.229648037	0.203634344	0.168771684	0.081130325	-0.503649505	-0.771956196	-1.41137076	-1.019605916	-0.715753542
PBANKA_1039500	-0.42240214	0.06431858	0.28191551	-0.243679534	-0.188868047	-0.032910653	0.276690965	0.392653263	-0.177100869	-0.143092507	-0.482270622	-1.215276974
PBANKA_0930900	-0.966687918	-0.097030354	-0.089622065	-0.46720712	0.146032477	0.21714336	0.088509103	-0.23865716	-0.510933615	-0.038058923	-0.620909066	-0.86995259
PBANKA_1329700	-0.438698129	0.046197496	-0.317124521	-1.758005578	-1.951834326	-0.783772354	-0.061685675	-0.32026088	-1.170242181	-0.529604772	-0.660499752	-0.414389142
PBANKA_0810600	0.40289608	-1.052404553	0.191524938	0.588235241	0.113102281	0.225889804	0.124421481	-0.291800382	0.049622791	-0.109521496	-0.04790181	0.392052753
PBANKA_1347900	0.359867183	-0.126100521	0.078306449	0.215375866	0.269629675	0.786289495	0.088892789	0.462011156	0.320157901	0.357045911	-0.368054998	-0.980363067
PBANKA_0418200	-0.713504445	-0.272767489	-0.516754374	-0.22865149	0.098375733	-0.200593492	0.375587032	-0.088785263	-0.51265533	-0.496518643	-0.374463076	-1.279709768
PBANKA_1113300	-0.497004368	-1.367533205	-0.44913496	-0.488698442	-1.242305092	0.242360473	0.12926456	0.372745359	0.190841253	0.099823503	0.301633333	-0.584971348
PBANKA_1208200	-0.04635108	-0.738343388	0.028445105	0.091389607	0.164013156	-0.607424472	0.558332465	0.555574358	0.948429044	0.43598784	0.273908988	0.247667703
PBANKA_0826700	0.517882543	1.157582473	0.513793979	-0.121154091	0.517882543	-0.256047657	-0.955876522	-0.941554468	-1.101406716	-1.179472326	0.516543616	1.039123555
PBANKA_0715800	-0.283487603	-0.401893124	-0.17279144	-0.217698332	-0.133810843	0.121272286	0.260637501	0.449391538	-0.056476633	-0.061591649	-0.758962559	-0.532166423
PBANKA_1205400	-0.515984292	-0.34095366	-0.652477886	-0.519776184	-0.037580037	0.32860812	-0.031230792	0.007978981	-0.102384198	0.054564262	-0.281535758	-0.221368126
PBANKA_0815200	-0.004053862	0.237424024	-0.058267592	0.247075303	0.170062288	0.179271112	0.02988122	0.225000264	0.128042938	-0.13582518	-0.853269428	-0.097489983
PBANKA_0614900	-0.028149476	-0.239459278	-0.604869831	-0.373136215	-0.339704487	0.274701507	0.366738118	0.710628202	0.676502893	0.575553545	0.019822315	-0.254733367
PBANKA_0520200	0.405405769	0.818701387	0.100333435	-0.330788174	0.202420294	-0.299365202	-0.282303776	-0.316595595	-0.765289613	-0.561245047	0.405612954	0.403229605
PBANKA_1334000	-0.249465751	-0.315233355	0.097220232	-0.189500118	0.138672301	0.324257047	0.146674107	0.543323624	0.014683409	-0.041290403	-0.72358264	-1.059779749
PBANKA_0305700	-0.556582694	-0.768069839	-0.120946176	0.260617411	0.119957902	0.646741798	0.642834753	0.519375399	0.414364811	0.039802791	-0.876943478	-1.174095658
PBANKA_0826400	-0.552144143	-0.574976046	-0.141241073	-0.035719588	0.174693053	0.243410832	-0.066937007	0.133889971	-0.10053177	-0.525533109	-0.923630472	-1.096554606
PBANKA_1450200	-1.408492242	-1.683133139	-0.759155025	-0.4783586	0.028215283	0.409345084	0.775366829	0.647907964	0.483065113	0.222008884	-1.053015854	-0.561299654
PBANKA_0507800	-0.514923169	-0.264050266	-0.74479446	-1.007341714	-0.572142028	0.100603494	0.027946073	0.270294813	0.893098656	1.11826977	0.687559197	1.420559436
PBANKA_1306800	0.383760736	0.379704166	0.334007813	0.411941797	0.445397446	0.125987847	0.127422257	-0.089147759	-0.380169424	-0.506632084	-0.540090811	-0.929852706
PBANKA_0913700	-0.181880264	0.013974137	0.027130535	0.277673057	0.089733799	0.244240152	0.172913571	-0.310191258	-0.365840468	-0.942572028	-1.154358801	-0.8614014
PBANKA_0803100	-0.770620599	-0.444356278	-0.103276895	0.18827635	0.640151614	0.446855773	0.382608166	0.338712044	-0.17028251	-0.227483992	-0.77967018	-0.769134842
PBANKA_0916400	0.024918419	0.840720754	0.226067398	-0.658105072	0.169066226	-0.185876159	-0.259894804	-0.758842409	-0.468731953	-0.246668522	-0.646358218	-0.089747438
PBANKA_0802300	0.153848398	0.424502855	0.211636341	0.275751864	0.233504361	-0.246744913	-0.099536178	-0.038725852	-0.152012597	-0.191842682	0.087860935	0.359613922
PBANKA_0312500	-0.187908686	0.088596245	0.283650653	-0.252815617	-0.034897466	-1.155335176	0.070169345	0.421894313	0.421595897	0.083882287	0.247901386	0.336538652
PBANKA_0932200	-1.124719492	-1.197672805	-0.520051787	0.174570686	0.457814996	0.462348613	0.346090219	-0.076565015	-0.635883219	-1.345226003	-1.85334232	-2.089376413
PBANKA_0309400	0.116616872	0.090654306	-0.049344232	-0.284380185	0.076890234	0.16689151	-0.105234	0.063199022	-0.118937308	-0.013288682	-0.309788225	-0.408665849
PBANKA_0938500	-0.570255571	-0.351497972	-0.127274506	-0.079253819	0.430589512	0.554199912	0.439019279	0.225258503	0.014353375	-0.492606336	-0.330835614	-0.516126194
PBANKA_0700800	-1.036171037	-0.877939986	-1.343990348	-0.534991386	-0.117458169	0.069942014	0.495509655	0.13873272	0.088237396	0.180674727	-0.243617703	-0.288145363
PBANKA_0826500	-0.375281671	-0.027633767	0.099191843	0.16697861	0.572976751	0.330121815	0.249307138	-0.076804647	-0.24886617	-0.4621553	-0.976700595	-1.362753229
PBANKA_1021400	-1.052277544	-0.588746907	-0.298980463	-0.068407992	0.292572617	0.232701413	0.921444253	0.534653495	0.045614834	-0.355716749	-1.158993028	-1.420163474
PBANKA_0703600	0.350576825	0.514756212	0.051824565	0.142405426	0.399627254	0.335003733	-0.32787269	0.078815677	0.098315157	0.499271189	0.214890693	0.556530822
PBANKA_1002000	0.324523805	1.14823858	0.267593961	0.323711119	0.175951824	-0.094328981	-0.533996777	-0.373721926	-0.648550406	-0.504417571	-0.478646655	-0.575054061
PBANKA_0524200	-0.697087361	-0.437849385	-0.541627325	-0.445890084	0.306692754	0.047764739	0.149969266	0.107672133	0.632029339	0.615052004	0.451157651	0.179254592
PBANKA_1454000	-0.051558801	0.175148962	0.21017062	-0.504448081	0.212762547	0.444327626	0.16367431	0.498613285	0.240464739	0.247327961	-0.353419346	0.349986641
PBANKA_1126900	0.51136241	0.097429297	0.231478647	0.41770065	0.303461917	0.055423796	0.062377057	-0.073547267	-0.06257531	-0.145648551	-0.239593604	0.104936497
PBANKA_1033400	0.033466028	-0.034617439	0.13384785	-0.244558198	0.15740104	0.328212172	0.086602158	0.277375688	-0.26762306	-0.071233876	-0.568458346	-0.653630288
PBANKA_0506600	-0.294760553	-0.932223742	-0.124673194	-0.143828381	-0.053933526	0.196433462	0.319832793	0.317577593	0.088049227	-0.392069262	-0.974580215	-1.181308554
PBANKA_1025000	-0.749076723	-1.264135713	-0.563764677	-0.130680665	0.321397871	0.127937371	0.563819648	0.31708163	0.284703796	-0.102865458	-1.079351115	-0.865769253
PBANKA_0414400	-0.139576913	0.42418221	-0.171788465	0.206860024	0.073335322	0.125288283	-0.073084303	-0.170643941	-0.493272955	-0.427310843	-0.387438139	-1.092022791
PBANKA_1235200	-0.06958253	-0.047102045	0.024718199	0.163520494	0.33938631	0.624901564	0.153313105	0.234625919	-0.252886338	-0.329552694	-0.572864739	-0.650174346
PBANKA_0820000	-0.271110555	-0.569890102	0.054690674	0.537246791	0.14600795	0.256334342	0.389271306	-0.018933981	-0.136278482	-0.634373973	-1.141436587	-0.98314262
PBANKA_0618900	-0.604764024	0.002853678	0.146398886	0.213913011	0.50297818	0.422338978	0.113444399	-0.347830668	-0.583590408	-1.137127199	-1.258443706	-1.566373106
PBANKA_1334100	-0.500127732	-0.590330758	-0.030895783	0.385286	0.660702093	0.577441327	0.367550733	-0.146844954	-0.428381592	-1.107138449	-1.339794448	-1.729129899
PBANKA_0824300	0.478311247	0.480410003	0.327265485	0.679394443	0.020138785	0.470563161	0.116271849	0.323971323	0.581459332	0.012274462	0.444638716	0.081399972
PBANKA_1223300	0.419629813	0.350954252	0.391681669	0.091295416	0.03198913	0.190374419	-0.336955951	-0.591681887	-0.733711549	-0.729828095	-0.212981262	0.859347485
PBANKA_1122900	0.203443518	1.032436801	0.247655568	0.083176126	-1.018684282	0.116298476	-0.27289012	-0.407812289	-0.600007822	-0.558333897	0.051360628	0.010029455
PBANKA_0818000	-0.017100359	-0.25584062	-0.215224701	0.129318478	0.306381881	0.244256263	0.496949658	0.43289269	0.421519495	0.471720218	0.052571379	-0.5997709
PBANKA_1039600	0.170817666	0.099519876	-0.064341215	0.029692975	0.085373588	0.126652248	-0.082501954	-0.443385393	-0.348230053	-0.553049601	-0.204722364	-0.676687233
PBANKA_0409800	-0.169184917	0.796851079	-0.251095637	-0.076649115	0.102249639	-0.048246354	-0.028460375	-0.31674035	-0.287243124	-0.07779134	-0.122182857	-0.277859935
PBANKA_1331200	-0.299884187	-0.607175298	-0.109701335	0.363177043	0.116577523	0.887858014	0.492226944	0.659818121	0.424001638	0.436039303	-0.171149268	0.142182249
PBANKA_0812300	-1.46730905	-1.365687432	-1.161980032	-0.869074368	-0.034520054	0.510302627	0.678576182	0.695372221	0.529764503	0.474105446	-1.034751397	-0.875910793
PBANKA_1413000	-0.176253816	0.302774896	0.187987595	0.692253938	0.289629591	0.267827338	0.116004655	-0.100071371	-0.206208605	-0.595897097	-0.850876439	-1.192514099
PBANKA_0106900	0.363464415	0.5292741	0.204923723	0.238439524	0.292153468	0.619630159	0.004255321	0.139991208	-0.136840819	-0.371908211	-0.489326194	-0.667578981
PBANKA_1358700	0.134984275	0.460180621	0.124585537	-0.155088363	-0.016794663	-0.319270925	-0.059610833	-0.224514797	-0.249123215	-0.388894048	-0.387652497	-0.38284526
PBANKA_1022300	-1.084608087	-0.427034041	-0.599650172	0.674569676	0.217802781	0.755685907	0.337711816	0.478180248	0.395107039	0.276094061	0.025151176	0.385537677
PBANKA_0812700	-0.445701815	-0.40472847	-0.496355591	-0.245645243	-0.224756413	0.854846174	0.077624713	0.092245228	0.052228998	-0.047475524	-0.896449404	-0.957359556
PBANKA_0206300	-1.575280847	-0.945979009	-1.380172982	-0.447838479	-0.210663005	0.404940467	0.391241341	0.503047572	0.365072361	0.312799628	-0.406330894	-0.905530449
PBANKA_1008800	0.303479981	0.955272451	0.21895355	-0.610649996	0.036333507	-0.364893267	0.030235969	-0.05131007	0.096836017	-0.344162263	-0.432864682	-0.347365612
PBANKA_1416100	-0.447812549	-0.074786914	-0.24101606	0.161054479	0.186076831	0.569876787	0.487589587	0.42694031	0.34431881	0.114918983	-0.567018765	-0.630331919
PBANKA_0417900	0.004941688	0.471762772	-0.4926125	-0.414632745	-0.067825524	-0.179559432	-0.480360189	-0.509345083	-0.825890094	-0.522633402	-0.37136892	-0.737793475
PBANKA_0611600	-0.439998224	0.192575597	-0.274550414	-0.219991736	-0.050735366	0.115760603	0.162552938	0.273460075	0.214473673	0.246630049	-0.42756647	0.801460607
PBANKA_1215400	0.59052282	-0.472892197	0.083991004	0.290547321	0.263625222	0.647312577	0.464864091	0.390177708	0.219067484	0.255633971	-0.749794922	-0.365060351
PBANKA_0834300	0.159876805	0.149156612	0.416151143	0.656750175	0.309226048	0.030434173	-0.335251902	-0.42829775	-0.047153128	-0.445339575	-0.743293968	-0.73046602
PBANKA_1103100	-1.841510037	-1.218210344	-0.459268289	-0.129615788	0.161283079	0.567777353	0.455701216	0.399265109	-0.309408443	-0.528222588	-1.30866463	-1.500858091
PBANKA_1324400	0.178150593	0.493148147	0.291276747	0.443542298	-0.020050057	0.220148782	-0.30407797	-0.594707539	-0.480694737	-0.878952381	-0.453726431	0.357381529
PBANKA_0918000	0.529395955	1.064515031	0.423729737	0.318356681	-0.106839688	-0.117084736	-0.199875214	-0.492250364	-0.829158684	-0.734842548	-0.171733189	-0.197926491
PBANKA_0721700	-0.048317225	-0.286110542	0.348366608	0.434864442	0.639729091	0.695793596	0.235531214	0.051494143	-0.408540049	-1.534723837	-2.166307916	-3.215923851
PBANKA_1443400	-0.025754493	0.567918929	-0.254600493	0.051470382	-0.102545887	-0.197960459	0.208980456	0.106689067	0.040723396	0.033017557	-0.20090952	-0.444482843
PBANKA_1341000	0.233145106	-0.428172055	0.172748558	0.230776994	0.178249506	0.026432895	0.200873613	0.285179299	0.451981701	0.244485244	0.076344916	0.243299197
PBANKA_0101900	0.207928628	0.099234192	-0.258032991	-0.375534702	-0.083008026	-0.200792473	-0.177334494	-0.167807334	-0.469975556	-0.231920309	-0.467108339	-0.701975281
PBANKA_0401900	0.149055019	0.058819939	0.266893966	0.370619947	0.222654607	0.167027797	-0.0673489	-0.145507479	-0.138998598	-0.26961382	0.215508477	0.87706585
PBANKA_0917500	0.148052208	0.373793644	0.484907638	0.103019101	0.071781136	-0.425943303	0.277804276	-0.030704582	0.359112487	0.071591755	0.049765753	1.139069901
PBANKA_0715300	-1.171106688	-0.427977777	-1.003464877	-1.533756224	-0.680728544	-0.3520984	-0.166232701	-0.354488387	-0.223716744	-0.02481064	0.67146137	0.091215701
PBANKA_1444700	0.250404598	0.467376334	-0.272337425	0.172595187	0.011963071	0.336783633	-0.089427975	-0.104373459	-0.402880805	-0.176788986	-0.031946154	-0.517420451
PBANKA_1415700	-0.051721444	0.176773333	0.006025387	-0.324935396	0.017324735	-0.086464837	0.159485695	0.113087335	-0.225038022	0.023946273	-0.288756087	-1.04567193
PBANKA_1358300	-0.137214726	-0.282922671	-0.299498488	-0.300899959	0.103729314	0.136308805	0.108655646	0.381169499	0.382909753	0.277120707	-0.172827227	-0.542586508
PBANKA_0819900	0.004536061	-0.241998994	-0.004872186	0.152188558	0.15193767	-0.072295549	-0.165901991	-0.241549954	0.01104555	-0.10944973	-0.021615326	0.619451215
PBANKA_1233000	-1.588512682	-1.182571627	-1.200675698	-0.36889665	0.056409616	0.48000777	0.778939989	0.683777791	0.699704259	0.10213103	-0.476508985	-0.602667157
PBANKA_1365300	0.085013623	-0.180115668	0.085123611	0.536885335	0.221477612	-0.066150015	0.082901185	-0.356690513	-0.530485827	-0.245817464	-0.142612569	0.104369211
PBANKA_1106500	-0.199890642	0.496679975	-0.130858573	-0.105789768	0.019342071	-0.116614333	0.220250184	0.713627836	0.514666567	0.639649613	0.741166859	0.562302308
PBANKA_1033800	-0.411695024	-0.241292715	-0.116687084	-0.420794669	-0.129879395	0.125982685	-0.421466214	-0.136599225	-0.324405875	-0.390590554	-0.679941456	-0.852906974
PBANKA_1128500	0.164567174	0.100739625	0.090301254	-0.01982524	0.178336854	0.042662092	0.039042081	0.164527493	0.093569912	-0.020420494	-0.313146821	-0.126850459
PBANKA_0828700	-0.115493948	0.281638024	-0.0113103	0.050949906	0.20402373	0.316083985	0.217539556	0.167211102	-0.344471945	-0.307088941	-0.114102448	-0.703733055
PBANKA_1036600	-1.084594009	-0.666886079	-0.80409175	-0.182585638	0.112654976	0.319720981	0.489599214	0.541197707	0.277308738	0.03887806	-0.998463759	-1.036203302
