"","status","family","pval","qval"
"PBANKA_1325300","OK","negbinomial.size",1.69773132608809e-09,2.65030455882531e-09
"PBANKA_1325600","OK","negbinomial.size",4.71407795617713e-56,4.27988656547661e-55
"PBANKA_1325900","OK","negbinomial.size",2.76304510163989e-27,9.27286537028952e-27
"PBANKA_1326300","OK","negbinomial.size",6.73118027945816e-45,4.34879624796454e-44
"PBANKA_1326400","OK","negbinomial.size",4.18918405017098e-56,3.84379919497071e-55
"PBANKA_1326500","OK","negbinomial.size",3.20416299013521e-18,7.31108618780851e-18
"PBANKA_1326800","OK","negbinomial.size",2.65192209086464e-38,1.3737434254479e-37
"PBANKA_1327080","OK","negbinomial.size",3.69592429404506e-13,6.6273070761203e-13
"PBANKA_1327300","OK","negbinomial.size",5.2817454070311e-58,5.17671069723218e-57
"PBANKA_1327400","OK","negbinomial.size",1.17766080634002e-08,1.78355126508914e-08
"PBANKA_1327800","OK","negbinomial.size",2.67341510560276e-10,4.31397666713262e-10
"PBANKA_1328400","OK","negbinomial.size",8.86257252771859e-08,1.30889876800638e-07
"PBANKA_1329700","OK","negbinomial.size",9.20265135990187e-19,2.13943040375077e-18
"PBANKA_1329900","OK","negbinomial.size",9.86461062081843e-49,7.27198859868025e-48
"PBANKA_1330100","OK","negbinomial.size",1.48302732252956e-24,4.3880311001089e-24
"PBANKA_1331900","OK","negbinomial.size",1.92011432550898e-14,3.65181610970561e-14
"PBANKA_1332000","OK","negbinomial.size",6.37539684779959e-15,1.24125954429507e-14
"PBANKA_1332600","OK","negbinomial.size",9.91005678584442e-15,1.90790713789974e-14
"PBANKA_1333200","OK","negbinomial.size",2.19217444209625e-15,4.37673716737966e-15
"PBANKA_1333600","OK","negbinomial.size",5.09543485827777e-07,7.27016139828714e-07
"PBANKA_1333700","OK","negbinomial.size",5.42459977529279e-16,1.12199455783934e-15
"PBANKA_1333900","OK","negbinomial.size",1.55811789136602e-07,2.28356275497569e-07
"PBANKA_1334100","OK","negbinomial.size",6.90551331909029e-48,4.94274293586338e-47
"PBANKA_1334300","OK","negbinomial.size",2.68165274435994e-21,6.89396569898793e-21
"PBANKA_1334800","OK","negbinomial.size",1.89056537864486e-94,4.02620404711406e-93
"PBANKA_1334900","OK","negbinomial.size",2.13116487238843e-62,2.32674645877851e-61
"PBANKA_1335000","OK","negbinomial.size",5.16353310410397e-37,2.53763379047845e-36
"PBANKA_1335700","OK","negbinomial.size",3.21654248151601e-11,5.37128342750737e-11
"PBANKA_1335900","OK","negbinomial.size",2.62347834792592e-36,1.25708337504784e-35
"PBANKA_1336000","OK","negbinomial.size",2.17050245401495e-18,4.97887863454227e-18
"PBANKA_1336600","OK","negbinomial.size",1.30759735928336e-151,9.80698019462517e-150
"PBANKA_1337000","OK","negbinomial.size",3.11097762274628e-20,7.65540142544555e-20
"PBANKA_1337100","OK","negbinomial.size",3.46020628397509e-10,5.53697202213083e-10
"PBANKA_1338000","OK","negbinomial.size",9.29586605628368e-08,1.36937394936715e-07
"PBANKA_1338100","OK","negbinomial.size",1.96424024394144e-88,3.89461427678045e-87
"PBANKA_1338200","OK","negbinomial.size",1.55414545502833e-19,3.72865216957423e-19
"PBANKA_1338800","OK","negbinomial.size",1.92815359381216e-26,6.20534505471265e-26
"PBANKA_1338900","OK","negbinomial.size",4.44450865886004e-56,4.0564959981659e-55
"PBANKA_1339600","OK","negbinomial.size",4.31562151094003e-26,1.3634518509838e-25
"PBANKA_1339700","OK","negbinomial.size",2.83069807568745e-08,4.24974254182842e-08
"PBANKA_1340000","OK","negbinomial.size",4.85856479753421e-17,1.05421689003101e-16
"PBANKA_1340300","OK","negbinomial.size",8.14081076648788e-33,3.47596499311673e-32
"PBANKA_1340600","OK","negbinomial.size",2.86996653638603e-08,4.30494980457905e-08
"PBANKA_1340800","OK","negbinomial.size",1.02490670281747e-06,1.43503576490271e-06
"PBANKA_1341100","OK","negbinomial.size",2.59115041567516e-15,5.1554030761703e-15
"PBANKA_1341500","OK","negbinomial.size",2.03664040452238e-29,7.52290216326564e-29
"PBANKA_1342000","OK","negbinomial.size",2.90046454640242e-67,3.54844066847104e-66
"PBANKA_1342500","OK","negbinomial.size",1.55635637628591e-35,7.25598580835999e-35
"PBANKA_1343000","OK","negbinomial.size",1.49477433484061e-16,3.17547503399021e-16
"PBANKA_1343300","OK","negbinomial.size",2.02102290765943e-57,1.95857557062501e-56
"PBANKA_1343400","OK","negbinomial.size",3.32038812987635e-39,1.78989672626147e-38
"PBANKA_1343750","OK","negbinomial.size",1.5557658849697e-08,2.35205622399012e-08
"PBANKA_1343800","OK","negbinomial.size",4.78918428898099e-40,2.6478663136193e-39
"PBANKA_1344300","OK","negbinomial.size",2.99018025858169e-14,5.59442618877811e-14
"PBANKA_1344500","OK","negbinomial.size",2.52066309082637e-16,5.32208547328701e-16
"PBANKA_1344600","OK","negbinomial.size",1.30226213426749e-10,2.13943064915374e-10
"PBANKA_1344700","OK","negbinomial.size",2.67192950960664e-53,2.2159030788805e-52
"PBANKA_1345900","OK","negbinomial.size",3.44999449404655e-103,8.88244851079148e-102
"PBANKA_1346100","OK","negbinomial.size",3.2059130254761e-11,5.35872090014174e-11
"PBANKA_1346700","OK","negbinomial.size",1.50193043209489e-10,2.46276615528867e-10
"PBANKA_1347200","OK","negbinomial.size",8.13691846562813e-30,3.06466907275295e-29
"PBANKA_1348000","OK","negbinomial.size",4.84665419680612e-19,1.14214187014898e-18
"PBANKA_1348100","OK","negbinomial.size",1.64496743098907e-20,4.09461589964812e-20
"PBANKA_1348900","OK","negbinomial.size",5.59081714978762e-14,1.03700640681545e-13
"PBANKA_1349200","OK","negbinomial.size",5.31124996426647e-18,1.20234989348552e-17
"PBANKA_1350000","OK","negbinomial.size",6.72299156865662e-11,1.11297125296859e-10
"PBANKA_1351800","OK","negbinomial.size",7.81772706172673e-15,1.51014324540634e-14
"PBANKA_1352000","OK","negbinomial.size",8.66142160700095e-38,4.39439772708136e-37
"PBANKA_1352500","OK","negbinomial.size",4.28589510195398e-101,1.0714737754885e-99
"PBANKA_1353100","OK","negbinomial.size",6.5650825638199e-51,5.17112667698143e-50
"PBANKA_1353300","OK","negbinomial.size",8.25341115161088e-09,1.25547920957044e-08
"PBANKA_1353400","OK","negbinomial.size",4.76740059677637e-129,2.00579659254615e-127
"PBANKA_1353500","OK","negbinomial.size",2.08691539933959e-57,2.01113355522949e-56
"PBANKA_1353600","OK","negbinomial.size",3.30870595038502e-07,4.7841724764578e-07
"PBANKA_1353700","OK","negbinomial.size",1.15442146342718e-09,1.81529355005642e-09
"PBANKA_1353800","OK","negbinomial.size",3.71532212870948e-65,4.30129575303614e-64
"PBANKA_1354000","OK","negbinomial.size",1.17229510529762e-32,4.94427642209874e-32
"PBANKA_1354600","OK","negbinomial.size",1.44708237525425e-102,3.67090749604938e-101
"PBANKA_1354900","OK","negbinomial.size",1.84026659808594e-110,5.66867836017545e-109
"PBANKA_1355100","OK","negbinomial.size",1.00258309472233e-12,1.76115665824441e-12
"PBANKA_1355200","OK","negbinomial.size",1.28993277606762e-24,3.83643799778732e-24
"PBANKA_1355500","OK","negbinomial.size",7.19205380379793e-19,1.68563761026514e-18
"PBANKA_1355700","OK","negbinomial.size",2.71993637796631e-65,3.17019611621074e-64
"PBANKA_1356200","OK","negbinomial.size",1.50633587722787e-23,4.22508843612696e-23
"PBANKA_1356300","OK","negbinomial.size",4.3862350150387e-44,2.81273434979247e-43
"PBANKA_1356400","OK","negbinomial.size",1.25251654581124e-54,1.06433056232728e-53
"PBANKA_1356500","OK","negbinomial.size",1.04066172791783e-14,1.99904396509828e-14
"PBANKA_1356700","OK","negbinomial.size",2.54364649629988e-08,3.83213118438192e-08
"PBANKA_1357000","OK","negbinomial.size",1.09633061008576e-29,4.11123978782159e-29
"PBANKA_1357200","OK","negbinomial.size",1.83071364297448e-10,2.98204063657316e-10
"PBANKA_1357400","OK","negbinomial.size",2.20118404729429e-25,6.7683466694878e-25
"PBANKA_1357500","OK","negbinomial.size",3.84909710927012e-71,5.18725977616481e-70
"PBANKA_1358000","OK","negbinomial.size",2.00222915645972e-14,3.79960978536086e-14
"PBANKA_1358100","OK","negbinomial.size",1.41087004303443e-15,2.83984926981843e-15
"PBANKA_1358200","OK","negbinomial.size",1.63842520366655e-08,2.47485418242102e-08
"PBANKA_1358400","OK","negbinomial.size",8.03541609599221e-30,3.03306187430778e-29
"PBANKA_1358600","OK","negbinomial.size",3.25826592775854e-16,6.82929371249512e-16
"PBANKA_1358700","OK","negbinomial.size",2.19048531811518e-16,4.6477087007979e-16
"PBANKA_1359400","OK","negbinomial.size",1.78702211254157e-22,4.80157810612806e-22
"PBANKA_1359500","OK","negbinomial.size",5.07420809666308e-15,9.93531097246744e-15
"PBANKA_1360100","OK","negbinomial.size",5.22069500511542e-58,5.14611364789949e-57
"PBANKA_1360200","OK","negbinomial.size",8.93146791962294e-08,1.3179454372412e-07
"PBANKA_1360300","OK","negbinomial.size",4.398449970758e-22,1.16548789547735e-21
"PBANKA_1360500","OK","negbinomial.size",8.21147754401138e-23,2.24838075609835e-22
"PBANKA_1360700","OK","negbinomial.size",1.48156923692077e-13,2.69589338996658e-13
"PBANKA_1361100","OK","negbinomial.size",3.5661904287542e-27,1.19218575379864e-26
"PBANKA_1362000","OK","negbinomial.size",1.10854804104193e-51,8.97767779717057e-51
"PBANKA_1362400","OK","negbinomial.size",4.2181105269253e-08,6.27803335543239e-08
"PBANKA_1362700","OK","negbinomial.size",2.50529308846576e-35,1.149369834469e-34
"PBANKA_1362900","OK","negbinomial.size",7.54573255835122e-08,1.11537177919073e-07
"PBANKA_1363100","OK","negbinomial.size",2.35894018746191e-06,3.25703112372988e-06
"PBANKA_1363600","OK","negbinomial.size",3.32688620812149e-56,3.06891909572705e-55
"PBANKA_1363800","OK","negbinomial.size",5.75496154522401e-14,1.06630597910971e-13
"PBANKA_1364000","OK","negbinomial.size",1.1046844348329e-38,5.82746376173318e-38
"PBANKA_1364300","OK","negbinomial.size",1.17604686411971e-13,2.15358900276699e-13
"PBANKA_1364400","OK","negbinomial.size",2.87934098457077e-136,1.41910377096702e-134
"PBANKA_1365100","OK","negbinomial.size",3.77659704115021e-11,6.28825279535145e-11
"PBANKA_1365200","OK","negbinomial.size",5.77474856759265e-49,4.31231224203347e-48
"PBANKA_1365500","OK","negbinomial.size",9.56019297991102e-22,2.48738052644744e-21
"PBANKA_1400700","OK","negbinomial.size",7.81785823100609e-44,4.93985547563572e-43
"PBANKA_1400900","OK","negbinomial.size",5.42685458914317e-119,1.91047431964734e-117
"PBANKA_1401000","OK","negbinomial.size",4.97022484929916e-22,1.31095380199404e-21
"PBANKA_1401200","OK","negbinomial.size",2.57643104062313e-08,3.87813572868664e-08
"PBANKA_1401300","OK","negbinomial.size",1.35827564582305e-25,4.19897041047448e-25
"PBANKA_1401500","OK","negbinomial.size",6.3010115785989e-13,1.11479435621365e-12
"PBANKA_1401600","OK","negbinomial.size",1.04895665626612e-17,2.34688746051759e-17
"PBANKA_1401800","OK","negbinomial.size",5.63466616927469e-25,1.69926558426553e-24
"PBANKA_1402100","OK","negbinomial.size",7.58025678285847e-10,1.19852822643729e-09
"PBANKA_1402600","OK","negbinomial.size",2.39478630794164e-34,1.07859174443847e-33
"PBANKA_1402800","OK","negbinomial.size",4.34601089101639e-29,1.56838259142328e-28
"PBANKA_1402900","OK","negbinomial.size",1.98840764346889e-25,6.12500568747113e-25
"PBANKA_1403200","OK","negbinomial.size",4.3617662256206e-16,9.08428892481663e-16
"PBANKA_1403400","OK","negbinomial.size",3.01075623931905e-15,5.95591113856119e-15
"PBANKA_1403500","OK","negbinomial.size",8.13468083176918e-22,2.12610976284876e-21
"PBANKA_1403800","OK","negbinomial.size",1.1045334876431e-19,2.66478358906901e-19
"PBANKA_1403900","OK","negbinomial.size",3.71419539536393e-20,9.10083388778804e-20
"PBANKA_1404200","OK","negbinomial.size",6.17534665411143e-70,8.07005528662289e-69
"PBANKA_1404600","OK","negbinomial.size",1.6173084542214e-23,4.52898877196739e-23
"PBANKA_1404800","OK","negbinomial.size",1.31234380923208e-21,3.40420010665463e-21
"PBANKA_1404900","OK","negbinomial.size",5.79198947552106e-62,6.20570300948685e-61
"PBANKA_1405400","OK","negbinomial.size",1.44235380207186e-12,2.50559950510973e-12
"PBANKA_1405500","OK","negbinomial.size",7.83814465350557e-26,2.44942020422049e-25
"PBANKA_1405600","OK","negbinomial.size",8.8848249186292e-09,1.35033682684012e-08
"PBANKA_1405700","OK","negbinomial.size",2.16352424920064e-11,3.6481713879483e-11
"PBANKA_1405800","OK","negbinomial.size",1.97898917796694e-22,5.28445252630491e-22
"PBANKA_1406800","OK","negbinomial.size",3.5707124159321e-11,5.95118735988684e-11
"PBANKA_1406900","OK","negbinomial.size",5.92480173979065e-09,9.07662788733471e-09
"PBANKA_1407100","OK","negbinomial.size",9.57828368196975e-17,2.0550422078853e-16
"PBANKA_1407300","OK","negbinomial.size",6.09872451004414e-30,2.3172466475388e-29
"PBANKA_1408000","OK","negbinomial.size",2.47187652400877e-16,5.22547426950382e-16
"PBANKA_1408100","OK","negbinomial.size",4.4615548012279e-22,1.18039601719603e-21
"PBANKA_1408300","OK","negbinomial.size",3.24834826395964e-56,3.01258105125289e-55
"PBANKA_1408400","OK","negbinomial.size",3.87446695701504e-46,2.62096294151018e-45
"PBANKA_1409000","OK","negbinomial.size",2.75943661594339e-11,4.62138656553626e-11
"PBANKA_1409200","OK","negbinomial.size",8.08540284085479e-91,1.68039998800898e-89
"PBANKA_1409800","OK","negbinomial.size",5.80733845659655e-32,2.37949141036319e-31
"PBANKA_1410000","OK","negbinomial.size",1.21060523375912e-17,2.69457293965739e-17
"PBANKA_1410300","OK","negbinomial.size",1.93432981191571e-29,7.16034104196266e-29
"PBANKA_1410700","OK","negbinomial.size",2.67366643234158e-12,4.61207459578923e-12
"PBANKA_1410900","OK","negbinomial.size",1.33036392557103e-41,7.96832559586818e-41
"PBANKA_1410950","OK","negbinomial.size",1.72223148401006e-140,9.58338487070113e-139
"PBANKA_1411100","OK","negbinomial.size",4.24787511903825e-39,2.27564738519906e-38
"PBANKA_1411600","OK","negbinomial.size",1.56980200601609e-21,4.05375518020622e-21
"PBANKA_1411800","OK","negbinomial.size",3.75486305701564e-32,1.55327068905323e-31
"PBANKA_1412200","OK","negbinomial.size",1.27719996487035e-12,2.22317854631821e-12
"PBANKA_1412600","OK","negbinomial.size",3.30427154353762e-15,6.52158857277162e-15
"PBANKA_1412900","OK","negbinomial.size",2.89460098509759e-15,5.73929505665901e-15
"PBANKA_1413000","OK","negbinomial.size",1.01317102194502e-07,1.49122867991055e-07
"PBANKA_1413200","OK","negbinomial.size",2.89255832888872e-29,1.05489706497527e-28
"PBANKA_1413400","OK","negbinomial.size",1.74984229387727e-26,5.64201487278185e-26
"PBANKA_1413700","OK","negbinomial.size",7.57877526403162e-15,1.46891992477017e-14
"PBANKA_1414100","OK","negbinomial.size",4.10372886981113e-08,6.11306761694663e-08
"PBANKA_1414200","OK","negbinomial.size",1.8092392447284e-10,2.95543342533759e-10
"PBANKA_1414700","OK","negbinomial.size",1.05228088703182e-17,2.35127529809572e-17
"PBANKA_1414800","OK","negbinomial.size",3.2275664926756e-79,5.40539048530623e-78
"PBANKA_1415100","OK","negbinomial.size",6.21971148825338e-24,1.78222629854436e-23
"PBANKA_1415600","OK","negbinomial.size",4.66914151525646e-18,1.05977225181808e-17
"PBANKA_1415800","OK","negbinomial.size",1.60485048117937e-29,5.97919455730976e-29
"PBANKA_1415900","OK","negbinomial.size",1.47735876150332e-41,8.81814485672397e-41
"PBANKA_1416100","OK","negbinomial.size",5.34456569071451e-16,1.10676780509994e-15
"PBANKA_1417100","OK","negbinomial.size",2.21377689664226e-26,7.08490750780687e-26
"PBANKA_1417200","OK","negbinomial.size",4.98327203308025e-40,2.74637196711292e-39
"PBANKA_1417400","OK","negbinomial.size",7.68495402759376e-32,3.13393515309675e-31
"PBANKA_1418000","OK","negbinomial.size",1.11242997060443e-10,1.83280009483538e-10
"PBANKA_1418400","OK","negbinomial.size",2.12029710353037e-13,3.84192489872887e-13
"PBANKA_1418800","OK","negbinomial.size",1.72390968994922e-20,4.28493402761153e-20
"PBANKA_1419100","OK","negbinomial.size",9.62569113754532e-37,4.71713557166639e-36
"PBANKA_1419200","OK","negbinomial.size",7.01049671802169e-07,9.9205142236156e-07
"PBANKA_1419300","OK","negbinomial.size",6.65766904981174e-63,7.31495484772309e-62
"PBANKA_1419500","OK","negbinomial.size",3.0488211851721e-41,1.78884916476935e-40
"PBANKA_1419700","OK","negbinomial.size",1.18770508970093e-07,1.7436521529652e-07
"PBANKA_1420000","OK","negbinomial.size",2.04042049605838e-07,2.96772795590279e-07
"PBANKA_1420200","OK","negbinomial.size",2.20448344889854e-49,1.6826256413053e-48
"PBANKA_1420300","OK","negbinomial.size",1.5843326379679e-06,2.20223513335587e-06
"PBANKA_1420500","OK","negbinomial.size",1.84229370023885e-07,2.68408499401353e-07
"PBANKA_1421100","OK","negbinomial.size",7.9835849119388e-30,3.02010613445053e-29
"PBANKA_1421800","OK","negbinomial.size",1.69610583888921e-19,4.06358690567206e-19
"PBANKA_1421900","OK","negbinomial.size",2.07879127225964e-37,1.03939563612982e-36
"PBANKA_1422100","OK","negbinomial.size",6.39990819396619e-15,1.2446270163012e-14
"PBANKA_1422500","OK","negbinomial.size",3.7388292608662e-17,8.19501966327089e-17
"PBANKA_1422600","OK","negbinomial.size",4.29400279751517e-26,1.35911097719517e-25
"PBANKA_1422800","OK","negbinomial.size",1.3809216565263e-165,1.25373150395151e-163
"PBANKA_1422900","OK","negbinomial.size",5.3751679088449e-207,1.15902058034468e-204
"PBANKA_1423900","OK","negbinomial.size",3.06393149956635e-24,8.89778086995279e-24
"PBANKA_1424100","OK","negbinomial.size",6.56527451863224e-41,3.82604680562183e-40
"PBANKA_1424200","OK","negbinomial.size",2.11477898977634e-10,3.43502237039942e-10
"PBANKA_1424300","OK","negbinomial.size",2.4773481319323e-15,4.93467150991134e-15
"PBANKA_1424500","OK","negbinomial.size",3.90514646354187e-42,2.38034545922605e-41
"PBANKA_1425000","OK","negbinomial.size",5.09307183423828e-29,1.83032269042938e-28
"PBANKA_1425350","OK","negbinomial.size",5.67053127182631e-15,1.1090324766327e-14
"PBANKA_1425400","OK","negbinomial.size",2.81324025054571e-25,8.55879970404119e-25
"PBANKA_1425500","OK","negbinomial.size",1.13966434320727e-32,4.81843380400133e-32
"PBANKA_1425600","OK","negbinomial.size",1.88278400267176e-19,4.48458114651137e-19
"PBANKA_1425700","OK","negbinomial.size",3.41509555774687e-17,7.49496162482614e-17
"PBANKA_1427300","OK","negbinomial.size",2.85647295904735e-34,1.27984827385888e-33
"PBANKA_1427400","OK","negbinomial.size",1.09383226345405e-15,2.21983606406851e-15
"PBANKA_1427500","OK","negbinomial.size",5.94745159492389e-12,1.01779305567894e-11
"PBANKA_1428000","OK","negbinomial.size",4.93469072626483e-06,6.7344473914611e-06
"PBANKA_1428100","OK","negbinomial.size",6.88482087969072e-16,1.40881566043493e-15
"PBANKA_1428600","OK","negbinomial.size",2.81980604545636e-21,7.22758607490673e-21
"PBANKA_1428800","OK","negbinomial.size",1.71875976582119e-19,4.11215061864294e-19
"PBANKA_1429000","OK","negbinomial.size",5.38195286800699e-26,1.69413662359709e-25
"PBANKA_1429200","OK","negbinomial.size",2.87279800427808e-125,1.12626739940447e-123
"PBANKA_1429600","OK","negbinomial.size",1.29185684553394e-46,8.94961067689175e-46
"PBANKA_1429700","OK","negbinomial.size",9.88612572316279e-23,2.69834918867972e-22
"PBANKA_1430000","OK","negbinomial.size",3.79517996686919e-14,7.0698546899021e-14
"PBANKA_1430300","OK","negbinomial.size",3.47293029359597e-15,6.83881821512904e-15
"PBANKA_1430400","OK","negbinomial.size",9.1645690213543e-10,1.4450531592172e-09
"PBANKA_1430800","OK","negbinomial.size",1.35851203803862e-45,8.97867151577249e-45
"PBANKA_1431050","OK","negbinomial.size",1.1793139979808e-25,3.67205170851422e-25
"PBANKA_1431600","OK","negbinomial.size",3.43837546216926e-07,4.96750223805861e-07
"PBANKA_1431800","OK","negbinomial.size",8.84887023560695e-27,2.92419562383563e-26
"PBANKA_1431900","OK","negbinomial.size",9.54425303075886e-38,4.81398727428627e-37
"PBANKA_1432200","OK","negbinomial.size",9.79050331570419e-190,1.68886182195897e-187
"PBANKA_1432300","OK","negbinomial.size",6.93305392147791e-244,1.19595180145494e-240
"PBANKA_1432500","OK","negbinomial.size",3.39646007408586e-06,4.66844113768773e-06
"PBANKA_1433700","OK","negbinomial.size",6.13945992276073e-60,6.30390974212039e-59
"PBANKA_1433800","OK","negbinomial.size",4.73160577341484e-07,6.77346054700465e-07
"PBANKA_1434200","OK","negbinomial.size",3.25356486932895e-18,7.41400184886716e-18
"PBANKA_1434700","OK","negbinomial.size",2.27088858166961e-24,6.63946237861031e-24
"PBANKA_1435200","OK","negbinomial.size",3.04632382798357e-100,7.50701229038809e-99
"PBANKA_1435700","OK","negbinomial.size",8.44556021582837e-11,1.39545894370727e-10
"PBANKA_1436100","OK","negbinomial.size",1.78365523245576e-15,3.57768055347232e-15
"PBANKA_1436200","OK","negbinomial.size",2.28841670848479e-16,4.84953172252612e-16
"PBANKA_1436900","OK","negbinomial.size",2.32831507607285e-30,9.02549102522623e-30
"PBANKA_1437000","OK","negbinomial.size",4.78611848171172e-28,1.65121087619054e-27
"PBANKA_1437300","OK","negbinomial.size",2.32475370190406e-20,5.73705312701645e-20
"PBANKA_1437400","OK","negbinomial.size",1.44019938205042e-09,2.25439558442557e-09
"PBANKA_1437600","OK","negbinomial.size",5.3252135344878e-51,4.21375841605113e-50
"PBANKA_1437800","OK","negbinomial.size",1.59322827353149e-26,5.14666436674499e-26
"PBANKA_1438000","OK","negbinomial.size",4.49154446853289e-11,7.45708778461909e-11
"PBANKA_1439200","OK","negbinomial.size",9.95868503483315e-12,1.69248588030416e-11
"PBANKA_1439400","OK","negbinomial.size",2.70355880451905e-11,4.53661375271922e-11
"PBANKA_1439900","OK","negbinomial.size",7.89923912687968e-18,1.77655638772718e-17
"PBANKA_1441100","OK","negbinomial.size",6.91660875631414e-24,1.97535597758972e-23
"PBANKA_1441300","OK","negbinomial.size",1.18287339832421e-10,1.94700058407372e-10
"PBANKA_1441400","OK","negbinomial.size",1.28732971806754e-16,2.74832148968626e-16
"PBANKA_1441900","OK","negbinomial.size",5.10679445873705e-10,8.13409089688034e-10
"PBANKA_1443000","OK","negbinomial.size",1.14522942916669e-40,6.58506921770847e-40
"PBANKA_1443100","OK","negbinomial.size",6.04542934630628e-22,1.59211688891272e-21
"PBANKA_1443200","OK","negbinomial.size",2.08666824672593e-79,3.52892424078649e-78
"PBANKA_1443400","OK","negbinomial.size",1.69903382305679e-28,5.93286102180762e-28
"PBANKA_1444000","OK","negbinomial.size",5.5177821000708e-32,2.26918046507271e-31
"PBANKA_1444100","OK","negbinomial.size",2.65838523145419e-56,2.47876460770729e-55
"PBANKA_1444200","OK","negbinomial.size",6.2309883174769e-07,8.83192674416406e-07
"PBANKA_1444800","OK","negbinomial.size",1.51389697000912e-28,5.30787047411735e-28
"PBANKA_1444900","OK","negbinomial.size",6.66098030313134e-30,2.52531670833001e-29
"PBANKA_1445000","OK","negbinomial.size",3.07918549829974e-131,1.39778815383344e-129
"PBANKA_1445100","OK","negbinomial.size",1.3617369017737e-15,2.75058097840706e-15
"PBANKA_1445500","OK","negbinomial.size",8.71499688619145e-27,2.88548361395015e-26
"PBANKA_1445900","OK","negbinomial.size",7.91010478974433e-24,2.24792928538863e-23
"PBANKA_1446500","OK","negbinomial.size",1.14635544152248e-16,2.45342820921375e-16
"PBANKA_1446800","OK","negbinomial.size",5.37362662275413e-28,1.8428441201294e-27
"PBANKA_1446900","OK","negbinomial.size",2.6088382437544e-38,1.35549577423986e-37
"PBANKA_1447800","OK","negbinomial.size",1.50382091408305e-19,3.61294021837501e-19
"PBANKA_1448000","OK","negbinomial.size",2.69761662902649e-08,4.05700844382799e-08
"PBANKA_1448400","OK","negbinomial.size",2.16851990915485e-23,6.05290751341767e-23
"PBANKA_1448800","OK","negbinomial.size",1.66014245406996e-31,6.59849247297391e-31
"PBANKA_1449500","OK","negbinomial.size",2.96493949260667e-08,4.43968804231467e-08
"PBANKA_1449900","OK","negbinomial.size",1.10658308543502e-14,2.12331014724739e-14
"PBANKA_1450200","OK","negbinomial.size",7.727777763501e-09,1.1786398445658e-08
"PBANKA_1450800","OK","negbinomial.size",1.00130597898514e-75,1.5019589684777e-74
"PBANKA_1451100","OK","negbinomial.size",3.51988241250491e-106,9.63777327233488e-105
"PBANKA_1451200","OK","negbinomial.size",1.77096162321978e-41,1.04620164385415e-40
"PBANKA_1451300","OK","negbinomial.size",2.58353877870154e-29,9.46200508123176e-29
"PBANKA_1451500","OK","negbinomial.size",1.48093021588268e-31,5.91343662592043e-31
"PBANKA_1452600","OK","negbinomial.size",2.30407569460046e-28,8.02935469330464e-28
"PBANKA_1453400","OK","negbinomial.size",2.09311475382482e-40,1.17228017868436e-39
"PBANKA_1453600","OK","negbinomial.size",5.87393402491848e-30,2.23676295650869e-29
"PBANKA_1454000","OK","negbinomial.size",2.04099606516424e-29,7.52290216326564e-29
"PBANKA_1454200","OK","negbinomial.size",8.84285540171471e-15,1.70625565637113e-14
"PBANKA_1454600","OK","negbinomial.size",1.31395837196167e-20,3.28014210077263e-20
"PBANKA_1454700","OK","negbinomial.size",3.06936444658551e-23,8.48502190762821e-23
"PBANKA_1455100","OK","negbinomial.size",2.89170806374836e-62,3.1176227562287e-61
"PBANKA_1455900","OK","negbinomial.size",3.96815880789648e-18,9.03044055886732e-18
"PBANKA_1456100","OK","negbinomial.size",2.20805172596608e-19,5.23918738279434e-19
"PBANKA_1456300","OK","negbinomial.size",3.94041871565094e-07,5.67380825083295e-07
"PBANKA_1456700","OK","negbinomial.size",6.82729431825481e-158,5.60813461856645e-156
"PBANKA_1456900","OK","negbinomial.size",2.97382041239235e-25,9.03140882284648e-25
"PBANKA_1457300","OK","negbinomial.size",2.23589718173584e-11,3.76285135462860e-11
"PBANKA_1457400","OK","negbinomial.size",5.10937258636954e-13,9.07689774612508e-13
"PBANKA_1457600","OK","negbinomial.size",1.31090052237304e-13,2.39544851810751e-13
"PBANKA_1457700","OK","negbinomial.size",1.27884286512679e-113,4.0851924858217e-112
"PBANKA_1458900","OK","negbinomial.size",2.91780836834964e-08,4.37291002207048e-08
"PBANKA_1459500","OK","negbinomial.size",1.16132495280766e-49,8.98334324481264e-49
"PBANKA_1459700","OK","negbinomial.size",2.1870088753182e-10,3.54900311375719e-10
"PBANKA_1460000","OK","negbinomial.size",1.0413933727861e-105,2.76369779700926e-104
"PBANKA_1460400","OK","negbinomial.size",7.06440409241665e-21,1.78159313734192e-20
"PBANKA_1461200","OK","negbinomial.size",5.23710985498319e-06,7.13024033137017e-06
"PBANKA_1461300","OK","negbinomial.size",4.91193536838055e-29,1.76891200635834e-28
"PBANKA_1463000","OK","negbinomial.size",2.49230528941184e-57,2.38845923568635e-56
"PBANKA_1463800","OK","negbinomial.size",4.42055849365243e-07,6.33870606945174e-07
"PBANKA_1463900","OK","negbinomial.size",1.17557714017014e-106,3.37978427798914e-105
"PBANKA_1464700","OK","negbinomial.size",7.70201013547726e-18,1.73672777564683e-17
"PBANKA_MIT00500:rRNA","OK","negbinomial.size",4.39626357778735e-17,9.56312064524991e-17
"PBANKA_MIT00700:rRNA","OK","negbinomial.size",4.65223089944873e-10,7.41691155411189e-10
"PBANKA_MIT02100:rRNA","OK","negbinomial.size",1.87276799053896e-10,3.04766489026387e-10
